"xml_@ref","xml_text()","aiddata_id","iati_org_code","iati_org_name"
"ESP-1692","ELAN-EUSKADI*","45","",""
"ESP-1693","Elizbarrutiko misioak","45","",""
"ESP-1694","Elkar Sarea","45","",""
"ESP-1695","ELKARBANATUZ","45","",""
"ESP-1696","Elkarlanean","45","",""
"ESP-1697","EMAKUMEAK GARAPENERAKO ELKARLANEAN","45","",""
"ESP-1698","Ema?s","45","",""
"ESP-1698","Emaus Fundaci?_n Social","45","",""
"ESP-1698","EMAUS FUNDACION SOCIAL","45","",""
"ESP-1698","Emaus, Fundaci?_n Social","45","",""
"ESP-1699","Embajada de Mozambique en Etiop?_a","45","",""
"ESP-170","Ajuntament de Sant Just Desvern","45","",""
"ESP-1700","Empresa catalana","45","",""
"ESP-1701","Empresa Municipal de Aguas de C?_rdoba (EMACSA)","45","",""
"ESP-1702","Empresa Municipal de Aguas del Prat","45","",""
"ESP-1703","Empresa Municipal de Saneamientos de C?_rdoba (SADECO)","45","",""
"ESP-1704","Emus Fundaci?_n Social","45","",""
"ESP-1706","A. Catalana d'enginyeries sense Fronteres","45","",""
"ESP-1706","Asoc. Ingenier?_a sin Fronteras Andaluc?_a","45","",""
"ESP-1706","Asociaci?_n Valenciana de Ingenier?_a Sin Fronteras","45","",""
"ESP-1706","Asociaci?_n Valenciana de Ingenier?_a Sin Fronteras (AVISF)","45","",""
"ESP-1706","ASSOCIACI?? CATALANA D??ENGINYERIA SENSE FRONTERES","45","",""
"ESP-1706","ASSOCIACI?? CATALANA D'ENGINYERIA SENSE FRONTERES","45","",""
"ESP-1706","Associaci?_ Catalana d'Enginyeria Sense Fronteres","45","",""
"ESP-1706","Associaci?_ Catalana d'Enginyeria sense Fronteres - ESF","45","",""
"ESP-1706","Associaci?_ Catalana Enginyeria Sense Fronteres","45","",""
"ESP-1706","Associciaci?_ Catalana d'Enginyeria Sense Fronteres","45","",""
"ESP-1706","Enginyeria Sense Fronteres","45","",""
"ESP-1706","ENGINYERIA SENSE FRONTERES DE LES ILLES BALEARS","45","",""
"ESP-1706","ENGINYERIA SENSE FRONTERES DE LES ILLES BALEARS /MEDICUS MUNDI ILLES BALEARS","45","",""
"ESP-1706","Enginyers sense fronteres","45","",""
"ESP-1706","ESF","45","",""
"ESP-1706","Inganier?_a Sin Fronteras-Asociaci?_n para el Desarrollo (ISF-ApD)","45","",""
"ESP-1706","INGENIERA SIN FRONTERAS","45","",""
"ESP-1706","INGENIER?A SIN FRONTERAS","45","",""
"ESP-1706","ingenier?_a sin Fronteras","45","",""
"ESP-1706","Ingenier?_a sin Fronteras - Asociaci?_n para el Desarrollo","45","",""
"ESP-1706","Ingenier?_a Sin Fronteras Andaluc?_a","45","",""
"ESP-1706","Ingenieria Sin Fronteras","45","",""
"ESP-1706","Ingenieria Sin Fronteras de Asturias","45","",""
"ESP-1707","Enpresa Zuzenbiderako Institutoa/Institute for Business Law Fundazioa","45","",""
"ESP-1708","Ensenyament Solidari Sant Boi de Llobregat","45","",""
"ESP-1709","Ensenyants Solidaris","45","",""
"ESP-171","Ajuntament de Sant Pere de Ribes","45","",""
"ESP-1710","ENTARACH??N-VOLS","45","",""
"ESP-1710","Entarachen Vols - Delegaci?_n en Huesca de la Asociaci?_n Vols Voluntariado Solidario","45","",""
"ESP-1711","Entidad Creart","45","",""
"ESP-1712","ENTIDAD DE GESTION DE DERECHOS AUDIOVISUALES","45","",""
"ESP-1713","ENTIDAD LOCAL AUTONOMA","45","",""
"ESP-1714","Entidad Local y Asociaci?_n Jaima","45","",""
"ESP-1715","Entre Amigos - Lagun Artean","45","",""
"ESP-1715","Entre amigos-Lagun Artean","45","",""
"ESP-1716","Entreculturas - Fe y Alegr?_a","45","",""
"ESP-1717","Entreculturas y J?_venes del Tercer Mundo. Fondos propios","45","",""
"ESP-1717","ENXE??ER?A SEN FRONTEIRAS GALICIA","45","",""
"ESP-1717","Enxe?er?_a sin Fronteras Galicia","45","",""
"ESP-1717","Enxe?eria sen fronteiras","45","",""
"ESP-1718","Equalm?_n","45","",""
"ESP-1719","EQUIPO DE REFLEXI??N, INVESTIGACI??N Y","45","",""
"ESP-172","Ajuntament de Sant Quirze del Vall?s","45","",""
"ESP-1720","EQUUS CEBRA","45","",""
"ESP-1721","ERDU","45","",""
"ESP-1722","Esclavas del Coraz?_n de Jes?s","45","",""
"ESP-1723","ESCOLA EN PAU","45","",""
"ESP-1724","Escoltes catalans","45","",""
"ESP-1725","Escuela Andaluza de Salud P?blica","45","",""
"ESP-1726","Escuela de Administraci?_n Publica de Castilla y Le?_n","45","",""
"ESP-1727","Escuela de Equitaci?_n del Ej?rcito","45","",""
"ESP-1728","Escuela de Formaci?_n Audiovisual del Sahara","45","",""
"ESP-1729","Escuela Nacional de Formacion electoral y del Registro Civil de la Junta Central Electoral","45","",""
"ESP-173","Ajuntament de Sant Sadurn?_ dAnoia","45","",""
"ESP-173","Ajuntament de Sant Sadurn?_ d'Anoia","45","",""
"ESP-1730","ESCUELA NACIONAL FLORESTAN FERNANDES","45","",""
"ESP-1731","Escuela Taller Coro - C??mara Venezolano Espa?ola de Industria y Comercio","45","",""
"ESP-1732","Escuela Taller La Guaira - C??mara Venezolano Espa?ola de Industria y Comercio","45","",""
"ESP-1733","ESCUELAS PARA EL MUNDO","45","",""
"ESP-1734","Esgl?sia Evang?lica Unida de Terrassa.","45","",""
"ESP-1735","ESPACIO PARA LA INVESTIGACI??N Y REFLEXI??N ART?STICA","45","",""
"ESP-1736","Espai Social y Formatiu d'Arquitectura ( ESFA)","45","",""
"ESP-1737","ESPERANZA SIN FRONTERAS.","45","",""
"ESP-1738","ESPIRAL CONSULTORIA SOCIAL","45","",""
"ESP-1739","Esplais Catalans - Esplac","45","",""
"ESP-174","Ajuntament de Sant Vicen? dels Horts","45","",""
"ESP-1740","ETANE-EQUIP DE TREBALL ??FRICA NEGRA A L'ENSENYAMENT","45","",""
"ESP-1741","ETEA","45","",""
"ESP-1742","EUDEL","45","",""
"ESP-1742","EUDEL. Asociaci?_n de Municipios Vascos","45","",""
"ESP-1744","EUSKADI CUBA","45","",""
"ESP-1744","Euskadi-Cuba","45","",""
"ESP-1745","Euskal fondoa","45","",""
"ESP-1745","Euskal Fondoa (Asociaci?_n Entidades Locales Vascas Coop.)","45","",""
"ESP-1746","EUSKALERRIKO UNIBERSITATEA/ UNIVERSIDAD DEL PA?S VASCO","45","",""
"ESP-1746","EUSKALERRIKO UNIBERTSITATEA/UNIVERSIDAD DEL PAIS VASCO (UPV/EHU)","45","",""
"ESP-1747","EXCMO.AYUNTAMIENTO DE JA?","45","",""
"ESP-1748","F. ALTIUS MANO AMIGA","45","",""
"ESP-1749","F. AYUDA SOLIDARIA HIJAS DE JES?_S","45","",""
"ESP-175","Ajuntament de Santa Coloma de Gramanet","45","",""
"ESP-175","Ajuntament de Santa Coloma de Gramenet","45","",""
"ESP-1750","F. Pau i solidaritat (CCOO)","45","",""
"ESP-1751","F. PAU I SOLIDARITAT CCOO DE, CATALUNYA","45","",""
"ESP-1752","F. Plataforma Educativa","45","",""
"ESP-1753","F. SABER HACER","45","",""
"ESP-1754","Fabricants Exportadors de Maquin??ria Agr?_cola de Catalunya - FEMAC","45","",""
"ESP-1755","FACTOR SOLIDARIDAD","45","",""
"ESP-1756","FACULTAD ARQUITECTURA-CEDH","45","",""
"ESP-1757","FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES","45","",""
"ESP-1758","FAD","45","",""
"ESP-1759","FAMILIARES Y AMIGOS DE NI??OS ENFERMOS DE CANCER-FANEC-LORQUI","45","",""
"ESP-176","Ajuntament de Santa Margarida de Montbui","45","",""
"ESP-1760","FAMILIAS DE ACOGIDA","45","",""
"ESP-1761","Familias sin fronteras por la infancia","45","",""
"ESP-1761","Farmac?uticos Mundi (Farma Mundi)","45","",""
"ESP-1761","FARMAC??UTICOS MUNDI (FARMAMUNDI), PSIC??LOGOS SIN FRONTERAS ESPA??A","45","",""
"ESP-1762","FARMACEUTICOS SIN FRONTERAS","45","",""
"ESP-1763","Farmac?utics Mundi, amb Medicus Mundi Catalunya","45","",""
"ESP-1764","FASFI.FUNCACI??N AYUDA SOLIDARIA HIJAS DE JESUS","45","",""
"ESP-1765","FAVLL - Federaci?_n de asociacion de vecinos","45","",""
"ESP-1765","FAVLL (federacion de asociaci?_n de vecinos de Lleida)","45","",""
"ESP-1766","FONS CATALA DE COOPERACI?","45","",""
"ESP-1766","Fons Catal?? - Comit? Catal?? d'Ajut Humanitari i d'Emerg?ncia CCAHE","45","",""
"ESP-1766","Fons Catal?? al Desenvolupament.","45","",""
"ESP-1766","Fons Catal?? Cooperaci?_ Desenvolupament","45","",""
"ESP-1766","Fons Catal?? de cooperaci?_","45","",""
"ESP-1766","Fons Catal?? de cooperaci?_ al desenvolupament","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_ al Desenvolupament (FCCD)","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_ al Desenvolupament.","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_ al Desenvolupmane","45","",""
"ESP-1766","Fons Catal?? de cooperaci?_ per al desenvolupament (FCCD)","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_n","45","",""
"ESP-1766","Fons Catal??","45","",""
"ESP-1766","Fons Catal?? y Cruz Roja","45","",""
"ESP-1766","FONS CATAL?","45","",""
"ESP-1766","FONS CATAL?? DE COOPERACI?","45","",""
"ESP-1766","FONS CATAL?? DE COOPERACI?? AL DESENVOLUPAMENT","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_ al Desenvolupament,","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_ al Desenvolupament, Grup T?rcer m?_n de Matar?_ i Ajuntament de Matar?_","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_ al Desenvolupament, Haribala, Associac?_ de voluntaris de kurnoll y Ayuntamiento de Matar?_.","45","",""
"ESP-1766","Fons Catal?? de Cooperaci?_ al Desenvolupament, ONG VOLS(Voluntariat Solidaritat, Associaci?_ Sant Francesc de Sales (congregaci?_ Salesianes), Ajuntament de Matar?_","45","",""
"ESP-1767","FCONG","45","",""
"ESP-1768","FCSAI","45","",""
"ESP-1768","FUNDACION ESPA??OLA PARA LA COOPERACI??N INTERNACIONAL,SALUD Y POL?TICA SOCIAL (FCSAI)","45","",""
"ESP-1768","Fundaci?_n Espa?ola para la Cooperaci?_n Internacional, Salud y Pol?_tica Social - FCSAI","45","",""
"ESP-1769","Fe y Alegr?_a","45","",""
"ESP-177","Ajuntament de Solsona","45","",""
"ESP-1770","Federaci?_ Catalana de l'Esplai","45","",""
"ESP-1771","Federaci?_ Catalana dONG per al Desenvolupament","45","",""
"ESP-1771","Federaci?_ Catalana d'ONG per al desenvolupament","45","",""
"ESP-1772","Federaci?_ catalana pro persones amb discapacitat intel??lectual - APPS","45","",""
"ESP-1773","Federaci?_ d??Associacions de Solidaritat amb el Poble Saharaui de la Comunitat Valenciana","45","",""
"ESP-1774","FEDERACI?? D??ASSOCIACIONS DE SOLIDARITAT AMB EL POBLE SAHARAUI DEL PA?S VALENCI?? (FASPS)","45","",""
"ESP-1774","Federacio d??Associacions de Solidaritat amb el Poble Saharaui, P.V.","45","",""
"ESP-1775","Federaci?_ d'Associacions de Ve??ns / AIMC","45","",""
"ESP-1776","Federaci?_ de Cases de Joventut","45","",""
"ESP-1777","Federaci?_ de Cooperatives Agr??ries de Catalunya - FCAC","45","",""
"ESP-1778","Federaci?_n Aragonesa de Solidaridad","45","",""
"ESP-1779","Federaci?_n Asociaciones padres alumnos Vizcaya","45","",""
"ESP-178","Ajuntament de Tagamanent","45","",""
"ESP-1780","Federaci?_n C?_rculo Solidario","45","",""
"ESP-1781","Federaci?_n Coordinadora de ONGDS de Desarrollo de Canarias","45","",""
"ESP-1782","Federaci?_n Coordinadora de Organizaciones no Gubernamentales para el Desarrollo de Navarra","45","",""
"ESP-1783","Federaci?_n De Asociaciones Medicus Mundi En Espa?a","45","",""
"ESP-1783","Federaci?_n De Asociaciones Medicus Mundi En Espa?a","45","",""
"ESP-1783","FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI ESPA??A","45","",""
"ESP-1784","Federaci?_n de Asociaciones Juveniles de Gij?_n (Conseyu de la Moced?? de Xix?_n)","45","",""
"ESP-1785","Federaci?_n de entidades latinoamericanas de Catalunya","45","",""
"ESP-1785","Federaci?_n Entidades Latinoamericanas de Catalunya","45","",""
"ESP-1786","Federaci?_n de Instituciones solidarias con el S??hara (FEDISSAH)","45","",""
"ESP-1787","FEDERACI??N DE MIGRANTES DE LA UNI??N","45","",""
"ESP-1788","Federaci?_n de Mujeres Progresistas","45","",""
"ESP-1789","Federaci?_n de Municipios de Madrid","45","",""
"ESP-1789","Federaci?_n de ONGD de la Comunidad de Madrid","45","",""
"ESP-179","Ajuntament de Tarragona, en concertaci?_ amb el Consell municipal de Cooperaci?_ Internacional i Solidaritat de la ciutat de Tarragona.","45","",""
"ESP-1790","Federaci?_n de Religiosos de Ense?anza en La Rioja - FERE CECA","45","",""
"ESP-1791","FEDERACION DE SOCIEDADES MUSICALES DE LA COMUNIDAD VALENCIANA","45","",""
"ESP-1792","Federaci?_n Espa?ola de Religiosos Socio-Sanitarios (FERS)","45","",""
"ESP-1793","Federaci?_n Estatal de Instituciones Solidarias con el Pueblo Saharaui - FEDISSAH","45","",""
"ESP-1793","Federaci?_n estatal de instituciones Solidarias con el Pueblo Saharaui (FEDISSAH)","45","",""
"ESP-1794","Federaci?_n Mujeres Progresistas","45","",""
"ESP-1795","Federacion Mundo Cooperante","45","",""
"ESP-1796","Federaci?_n provincial de asociaciones de Personas con discapacidad f?_sica y Org??nica de Ja?n ( FEJIDIF)","45","",""
"ESP-1797","FEDERACION PROVINCIAL DE ASOCIACIONES DE VECINOS DE GUADALAJARA 2010","45","",""
"ESP-1798","Federaci?_n Provincial de C??diz de Asociaciones Solidarias con el Sahara","45","",""
"ESP-1799","Federaci?_n Provincial de Huelva de Asociaciones Solidarias Con el S??hara","45","",""
"ESP-1799","Federaci?_n Provincial de Huelva de Asociaciones solidarias con el Sahara.","45","",""
"ESP-18","ACADEMIA HONDURE??A DE LA LENGUA","45","",""
"ESP-180","Ajuntament de Terrassa","45","",""
"ESP-1800","Federanci?_n Coordinadora de ONGs de Desarrollo de Canarias (CONGDCA)","45","",""
"ESP-1801","Fedissah (Federaci?_n Estatal de Instituciones Solidarias con el Pueblo Saharaui)","45","",""
"ESP-1802","felcode","45","",""
"ESP-1802","FELCODE (Fondo Extreme?o Local de Cooperaci?_n al Desarrollo)","45","",""
"ESP-1802","Fondo Extreme?o Local de Cooperaci?_n al Desarrollo (FELCODE)","45","",""
"ESP-1802","Fondo Extreme?o Local para la Cooperaci?_n al Desarrollo (FELCODE)","45","",""
"ESP-1803","Felix Baltist??n Fundazioa","45","",""
"ESP-1803","Felix Baltistan Fundazioa","45","",""
"ESP-1803","Felix I?urrategui Baltistan Fundazioa","45","",""
"ESP-1804","FEMUR","45","",""
"ESP-1805","Federaci?_n Espa?ola de Religiosos de Ense?anza-Titulares de Centros Cat?_licos de la Comunitat Valenciana","45","",""
"ESP-1805","FEDERACI??N ESPA??OLA DE RELIGIOSOS DE ENSE??ANZA-TITULARES DE CENTROS CAT??LICOS (FERE-CECA)","45","",""
"ESP-1805","Federaci?_n Espa?ola de Religiosos de  Ense?anza Titulares de Centros Cat?_licos (FERE - CECA)","45","",""
"ESP-1805","Federaci?_n Espa?ola de Religiosos de Ense?anza Titulares de Centros Cat?_licos","45","",""
"ESP-1805","Federaci?_n Espa?ola De Religiosos De Ense?anza Titulares de Centros Cat?_licos (FERE- CECA)","45","",""
"ESP-1805","FEDERACION ESPA??OLA DE RELIGIOSOS ENSE??ANZA. FERE","45","",""
"ESP-1805","FERE","45","",""
"ESP-1805","FERE-CECA","45","",""
"ESP-1806","FERIA MADRID","45","",""
"ESP-1807","FERINE","45","",""
"ESP-1808","Ferran Armengol","45","",""
"ESP-1809","Ferrocarrils de la Generalitat de Catalunya","45","",""
"ESP-181","Ajuntament de Tirana","45","",""
"ESP-1810","FERS","45","",""
"ESP-1811","FESTIVAL INT. DE CINE DE DONOSTIA-SAN SEBASTIAN, SA","45","",""
"ESP-1812","FESTIVAL OF LITERATURE CHARITABLE TRUST LTD","45","",""
"ESP-1813","FETS - Finan?ament ??tic i Solidari","45","",""
"ESP-1814","FFC Barcelona","45","",""
"ESP-1815","FI 2009","45","",""
"ESP-1815","FI 2010","45","",""
"ESP-1816","FIADELSO","45","",""
"ESP-1816","FIADELSO, Fundaci?_n Internacional de Apoyo al Desarrollo Local y Social","45","",""
"ESP-1817","FIAPAM","45","",""
"ESP-1818","FIDE 2010","45","",""
"ESP-1819","FIIAPP","45","",""
"ESP-182","Ajuntament de Tor?","45","",""
"ESP-1820","Financiera Confianza (antes Edpyme Confianza)","45","",""
"ESP-1821","Financiera CREAR (antes Edypyme Crear)","45","",""
"ESP-1822","Financiera El comercio","45","",""
"ESP-1823","Fonc Catal?? de Cooperaci?_","45","",""
"ESP-1824","FONDO CANARIO DE COOPERACI??N","45","",""
"ESP-1825","Fondo Cantabria Coopera","45","",""
"ESP-1826","FONDO CASTELLANO MANCHEGO","45","",""
"ESP-1827","Fondo Castellano-Manchego de Cooperaci?_n","45","",""
"ESP-1828","Fondo Catal??n de Cooperaci?_n","45","",""
"ESP-1829","Fondo Com?n de Salud","45","",""
"ESP-183","Ajuntament de Tortosa","45","",""
"ESP-1830","fondo de ayuda de emergencia-FMM","45","",""
"ESP-1831","Fondo de cooperaci?_n","45","",""
"ESP-1832","Fondo de Cooperacion Hispano-Peruano","45","",""
"ESP-1833","Fondo de cooperaci?_n Pitius","45","",""
"ESP-1833","Fons Piti?s de Cooperaci?_","45","",""
"ESP-1834","Fondo de Desarrollo del Sistema Financiero y de Apoyo al Sector Productivo (FONDESIF)","45","",""
"ESP-1835","Fondo de emergencia creado en la Federaci?_n de Municipios de Madrid, miembro del Comit? de Emergencia de la Comunidad de Madrid.","45","",""
"ESP-1836","Fondo Extreme?o Local de Cooperaci?_n al Desarrollo","45","",""
"ESP-1837","Fondo Formaci?_n","45","",""
"ESP-1838","FONDO GALEGO","45","",""
"ESP-1838","Fondo Galego de Cooperaci?_n e Solidariedade","45","",""
"ESP-1838","Fondo Galego de Cooperaci?_n e Solidariedade (G-15629629)","45","",""
"ESP-1838","Fondo Galego de Cooperaci?_n e Solidariedade.","45","",""
"ESP-1838","Fondo Gallego","45","",""
"ESP-1838","Fondo Gallego de Solidaridad","45","",""
"ESP-1839","fondo ind?_gena","45","",""
"ESP-184","Ajuntament de Tossa de Mar","45","",""
"ESP-1840","FONDO LOCAL","45","",""
"ESP-1841","FONDO LOCAL NAVARRO","45","",""
"ESP-1841","FONDO LOCAL NAVARRO DE COOPERACI??N","45","",""
"ESP-1841","FONDO LOCAL NAVARRO DE COOPERACI??N AL DESARROLLO","45","",""
"ESP-1842","Fondo Nacional para la Cultura y las Artes (FONCA)","45","",""
"ESP-1843","Fondo Nicaraguense para el Desarrollo Comunitario (PRESTANIC)","45","",""
"ESP-1844","Fondo para el Desarrollo Local (FDL)","45","",""
"ESP-1845","Fondo para el Desarrollo Solidario (FONDESOL)","45","",""
"ESP-1846","Fondo para el Desarrollo, Inc (FONDESA)","45","",""
"ESP-1847","Fondo Solidario Beato Manuel Gonz??lez","45","",""
"ESP-1848","FONDO-FONS CATAL?? DE COOPERACI?? AL DESENVOLUPAMENT","45","",""
"ESP-1849","Fondos Locales ---FELCODE","45","",""
"ESP-185","Ajuntament de Vic","45","",""
"ESP-1850","Fondos y Consorcio","45","",""
"ESP-1851","FONGDCAM","45","",""
"ESP-1852","Fons Mallorqu?_ de Cooperaci?_","45","",""
"ESP-1853","Fons Menorqu?_ de Cooperaci?_","45","",""
"ESP-1854","FONS VALENCIA PER LA SOLIDARITAT","45","",""
"ESP-1854","Fons Valenci?? per la Solidaritat","45","",""
"ESP-1854","Fons Valenci?? per la Solidaritat. Entidades Salvadore?as","45","",""
"ESP-1854","Fons Valenci?? de Cooperaci?_","45","",""
"ESP-1854","Fons Valenci?? per la Solidaritat","45","",""
"ESP-1854","FONS VALENCI?? PER LA SOLIDARITAT","45","",""
"ESP-1854","Fons Valenci?? per la Solidaritat,","45","",""
"ESP-1855","FONTILLES","45","",""
"ESP-1856","Forkids - Asociaci?_ d'Ajuda a la Inf??ncia","45","",""
"ESP-1857","Formaci?_ - Promoci?_ - Inserci?_ - CEJAC","45","",""
"ESP-1858","FORMACI??N Y VIDA","45","",""
"ESP-1858","Formaci?_n y vida","45","",""
"ESP-1859","FORMACION Y VIDA ASOCIACION AYUDA HUMANITARIA","45","",""
"ESP-186","Ajuntament de Viladecans","45","",""
"ESP-1860","FORO DE LA PARTICIPACI??N DE ALBACETE 2010","45","",""
"ESP-1861","Forum Feminista Mar?_a de Maeztu","45","",""
"ESP-1863","FRANCISCANOS MENORES CONVENTUALES","45","",""
"ESP-1864","Fraternidad Sin Fronteras","45","",""
"ESP-1865","Friends of Hait?_ in New York","45","",""
"ESP-1866","FUDACION VICENTE FERRER","45","",""
"ESP-1866","Fundaci?_n Vicente Ferrer","45","",""
"ESP-1867","FUNDACI??N PARA EL DESARROLLO DE LA ENFERMER?A - FUDEN","45","",""
"ESP-1867","FUNDACI??N PARA EL DESARROLLO DE LA ENFERMER?A (FUDEN)","45","",""
"ESP-1867","FUNDACI??N PARA EL DESARROLLO DE LA ENFERMER?A. FUDEN","45","",""
"ESP-1867","FUNDACI??N PARA EL DESARROLLO DE LA ENFERMERIA","45","",""
"ESP-1867","Fundaci?_n Para El Desarrollo De La Enfermer?_a","45","",""
"ESP-1867","Fundaci?_n para el Desarrollo de la Enfermer?_a (FUDEN)","45","",""
"ESP-1867","Fundaci?_n para el desarrollo de la Enfermer?_a-FUDEN","45","",""
"ESP-1867","Fundaci?_n para el desarrollo y la enfermer?_a (FUDEM)","45","",""
"ESP-1867","Fundacion para el Desarrollo de la Enfermeria (FUDEN)","45","",""
"ESP-1867","FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA FUDEN","45","",""
"ESP-1867","FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA-FUDEN","45","",""
"ESP-1868","FUDERSA","45","",""
"ESP-1869","Fund. Instituto de Ciencia Pol?_tica Hern??n Echavarr?_a Ol?_zaga\"\"","45","",""
"ESP-187","Ajuntament de Vilafranca del Pened?s","45","",""
"ESP-1870","FUNDAC GALICIA INNOVA","45","",""
"ESP-1871","FUNDACIION AGUA DE COCO","45","",""
"ESP-1872","FUNDACI?","45","",""
"ESP-1872","Fundaci?_","45","",""
"ESP-1873","Fundaci?_ ??frica Viva","45","",""
"ESP-1874","Fundaci?_ Alfons Com?_n","45","",""
"ESP-1874","Fundaci?_ Alfonso Com?_n","45","",""
"ESP-1875","Fundaci?_ Aut?_noma Solid??ria","45","",""
"ESP-1876","Fundaci?_ Banc de recursos","45","",""
"ESP-1877","Fundaci?_ Barber?? Solid??ria (FBS)","45","",""
"ESP-1878","Fundaci?_ BCD per la Promoci?_ del Disseny Industrial - BCD","45","",""
"ESP-1879","Fundacio Bosch Gimpera","45","",""
"ESP-188","Ajuntament de Vilanova i la Geltr?","45","",""
"ESP-1880","Fundaci?_ Casa del T?_bet","45","",""
"ESP-1881","Fundaci?_ Catalana de lEsplai","45","",""
"ESP-1882","Fundacio Centre D'iniciatives I Recerques Europees A La Mediterranea","45","",""
